source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,0.0003297936185556907,True,"""The process in which STAT proteins (Signal Transducers and Activators of Transcription) are activated by members of the JAK (janus activated kinase) family of tyrosine kinases, following the binding of physiological ligands to the growth hormone receptor. Once activated, STATs dimerize and translocate to the nucleus and modulate the expression of target genes."" [GOC:BHF, GOC:dph, PMID:11445442]",5,67,3,24936,0.04477611940298507,0.6,query_1,['GO:0060396'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA']]"
GO:BP,GO:1901652,response to peptide,0.0003405937936858052,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",1110,67,15,24936,0.22388059701492538,0.013513513513513514,query_1,['GO:0042221'],"['ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000046688', 'ENSMUSG00000022847', 'ENSMUSG00000047497', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000024620', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IPI'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEP'], ['IEA'], ['IMP', 'IEA'], ['IEA']]"
GO:MF,GO:0005488,binding,0.0003617919825383532,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",15131,71,64,23512,0.9014084507042254,0.004229727050426277,query_1,['GO:0003674'],"['ENSMUSG00000021765', 'ENSMUSG00000066258', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000020741', 'ENSMUSG00000037942', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000026070', 'ENSMUSG00000055923', 'ENSMUSG00000119520', 'ENSMUSG00000034429', 'ENSMUSG00000004040', 'ENSMUSG00000032724', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000119132', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000046667', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000047153', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000020642', 'ENSMUSG00000027185', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000024131', 'ENSMUSG00000070436', 'ENSMUSG00000025178', 'ENSMUSG00000001473', 'ENSMUSG00000030199', 'ENSMUSG00000027580', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IEA'], ['IEA'], ['IDA', 'IPI', 'IEA'], ['ISS', 'NAS', 'IEA'], ['IPI', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['IEA'], ['IPI', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['ISS', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'IMP'], ['IDA', 'IPI', 'IMP', 'ISS', 'ISO', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI', 'IEA'], ['IPI'], ['IEA'], ['IEA'], ['IEA'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IPI', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IPI'], ['IDA', 'IPI', 'ISS', 'IEA'], ['ISO', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IPI', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IPI', 'TAS', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IPI', 'IEA']]"
WP,WP:WP1249,EPO receptor signaling,0.000409959149314297,True,EPO receptor signaling,26,27,4,4801,0.14814814814814814,0.15384615384615385,query_1,['WP:000000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919', 'ENSMUSG00000038894']","[['WP'], ['WP'], ['WP'], ['WP']]"
REAC,REAC:R-MMU-9020958,Interleukin-21 signaling,0.0004211709917335965,True,Interleukin-21 signaling,6,38,3,8514,0.07894736842105263,0.5,query_1,['REAC:R-MMU-451927'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-MMU-8985947,Interleukin-9 signaling,0.0004211709917335965,True,Interleukin-9 signaling,6,38,3,8514,0.07894736842105263,0.5,query_1,['REAC:R-MMU-451927'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0045639,positive regulation of myeloid cell differentiation,0.0004922877714332328,True,"""Any process that activates or increases the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]",99,67,6,24936,0.08955223880597014,0.06060606060606061,query_1,"['GO:0030099', 'GO:0045597', 'GO:0045637']","['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000021127', 'ENSMUSG00000022847', 'ENSMUSG00000021250', 'ENSMUSG00000020919']","[['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IDA'], ['IDA'], ['ISS', 'IEA']]"
GO:BP,GO:0043434,response to peptide hormone,0.0005289443012977069,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",445,67,10,24936,0.14925373134328357,0.02247191011235955,query_1,"['GO:0009725', 'GO:1901698', 'GO:1901700']","['ENSMUSG00000023034', 'ENSMUSG00000030279', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IDA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA']]"
REAC,REAC:R-MMU-1280215,Cytokine Signaling in Immune system,0.0006479544906441145,True,Cytokine Signaling in Immune system,448,38,11,8514,0.2894736842105263,0.024553571428571428,query_1,['REAC:R-MMU-168256'],"['ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000020592', 'ENSMUSG00000046688', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000001473', 'ENSMUSG00000038894']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
REAC,REAC:R-MMU-1266695,Interleukin-7 signaling,0.0010338185847432414,True,Interleukin-7 signaling,25,38,4,8514,0.10526315789473684,0.16,query_1,['REAC:R-MMU-449147'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919', 'ENSMUSG00000038894']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0048519,negative regulation of biological process,0.001138130436820885,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5147,67,32,24936,0.47761194029850745,0.006217213911016126,query_1,"['GO:0008150', 'GO:0050789']","['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000028755', 'ENSMUSG00000037942', 'ENSMUSG00000000555', 'ENSMUSG00000026070', 'ENSMUSG00000013846', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000024824', 'ENSMUSG00000027185', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IMP', 'IGI', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IGI'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], ['IMP', 'ISS', 'ISO', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IMP'], ['IMP'], ['IMP'], ['IEA'], ['IEA'], ['IGI', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IGI'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA']]"
REAC,REAC:R-MMU-186763,Downstream signal transduction,0.001217883527063781,True,Downstream signal transduction,26,38,4,8514,0.10526315789473684,0.15384615384615385,query_1,['REAC:R-MMU-186797'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919', 'ENSMUSG00000024620']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
