source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0006915,apoptotic process,0.006342256220430441,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1791,67,17,24936,0.2537313432835821,0.009491903964265773,query_1,['GO:0012501'],"['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000013846', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000039145', 'ENSMUSG00000022957', 'ENSMUSG00000024913', 'ENSMUSG00000024824', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IEA'], ['IMP', 'IGI'], ['IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA'], ['IMP'], ['IMP'], ['IMP', 'IGI'], ['IGI'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISO', 'TAS', 'IEA'], ['IMP']]"
GO:BP,GO:0060396,growth hormone receptor signaling pathway,0.007158293816175737,True,"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]",12,67,3,24936,0.04477611940298507,0.25,query_1,"['GO:0007169', 'GO:0071378']","['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA']]"
GO:CC,GO:0005829,cytosol,0.008359220616298381,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",3640,67,23,25413,0.34328358208955223,0.006318681318681319,query_1,"['GO:0005737', 'GO:0110165']","['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000030279', 'ENSMUSG00000040964', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000030199', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IEA'], ['ISS', 'TAS', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IEA'], ['ISO'], ['IDA'], ['IEA'], ['IEA'], ['IDA', 'TAS'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'ISS'], ['IEA'], ['IEA'], ['TAS'], ['IDA', 'TAS', 'IEA']]"
KEGG,KEGG:04935,"Growth hormone synthesis, secretion and action",0.008401792149918002,True,"Growth hormone synthesis, secretion and action",117,43,5,10539,0.11627906976744186,0.042735042735042736,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000038894']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0006952,defense response,0.00877296938760779,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1633,67,16,24936,0.23880597014925373,0.009797917942437232,query_1,['GO:0006950'],"['ENSMUSG00000023034', 'ENSMUSG00000037942', 'ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000047497', 'ENSMUSG00000006403', 'ENSMUSG00000020642', 'ENSMUSG00000020919', 'ENSMUSG00000021559']","[['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IGI'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IGI'], ['IEA'], ['IMP', 'IGI'], ['IMP', 'IEA']]"
GO:BP,GO:0030198,extracellular matrix organization,0.009176815383960554,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]",252,67,7,24936,0.1044776119402985,0.027777777777777776,query_1,"['GO:0043062', 'GO:0045229']","['ENSMUSG00000022371', 'ENSMUSG00000025225', 'ENSMUSG00000002900', 'ENSMUSG00000039254', 'ENSMUSG00000047497', 'ENSMUSG00000006403', 'ENSMUSG00000070436']","[['IMP'], ['IMP'], ['NAS'], ['IMP'], ['IGI', 'IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0045229,external encapsulating structure organization,0.009176815383960554,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",252,67,7,24936,0.1044776119402985,0.027777777777777776,query_1,['GO:0016043'],"['ENSMUSG00000022371', 'ENSMUSG00000025225', 'ENSMUSG00000002900', 'ENSMUSG00000039254', 'ENSMUSG00000047497', 'ENSMUSG00000006403', 'ENSMUSG00000070436']","[['IMP'], ['IMP'], ['NAS'], ['IMP'], ['IGI', 'IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0043062,extracellular structure organization,0.009664579659874547,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",254,67,7,24936,0.1044776119402985,0.027559055118110236,query_1,['GO:0016043'],"['ENSMUSG00000022371', 'ENSMUSG00000025225', 'ENSMUSG00000002900', 'ENSMUSG00000039254', 'ENSMUSG00000047497', 'ENSMUSG00000006403', 'ENSMUSG00000070436']","[['IMP'], ['IMP'], ['NAS'], ['IMP'], ['IGI', 'IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:1901700,response to oxygen-containing compound,0.009706611808260605,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1646,67,16,24936,0.23880597014925373,0.009720534629404616,query_1,['GO:0042221'],"['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000030279', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000032420', 'ENSMUSG00000024913', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA'], ['ISS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA']]"
GO:MF,GO:0097367,carbohydrate derivative binding,0.009898638708823071,True,"""Binding to a carbohydrate derivative."" [GOC:pr]",2187,71,19,23512,0.2676056338028169,0.008687700045724738,query_1,['GO:0005488'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000055923', 'ENSMUSG00000028214', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000039145', 'ENSMUSG00000030302', 'ENSMUSG00000027185', 'ENSMUSG00000052512', 'ENSMUSG00000021196', 'ENSMUSG00000025178', 'ENSMUSG00000001473', 'ENSMUSG00000027580', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000021559']","[['IEA'], ['IDA'], ['ISS', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA']]"
TF,TF:M10375,Factor: Sp1; motif: GGNGGGGGNGGGGGMGGGGCNGGG,0.011405014412458132,True,Factor: Sp1; motif: GGNGGGGGNGGGGGMGGGGCNGGG,10775,69,52,21760,0.7536231884057971,0.004825986078886311,query_1,['TF:M00000'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000020741', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000034429', 'ENSMUSG00000004040', 'ENSMUSG00000060317', 'ENSMUSG00000041930', 'ENSMUSG00000038539', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000039145', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000046667', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000047153', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000093916', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000032290', 'ENSMUSG00000021196', 'ENSMUSG00000070436', 'ENSMUSG00000025178', 'ENSMUSG00000001473', 'ENSMUSG00000030199', 'ENSMUSG00000027580', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
REAC,REAC:R-MMU-8854691,Interleukin-20 family signaling,0.011434376498513189,True,Interleukin-20 family signaling,16,38,3,8514,0.07894736842105263,0.1875,query_1,['REAC:R-MMU-449147'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0071378,cellular response to growth hormone stimulus,0.011798206155221478,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]",14,67,3,24936,0.04477611940298507,0.21428571428571427,query_1,"['GO:0060416', 'GO:0071375']","['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA']]"
GO:BP,GO:0032870,cellular response to hormone stimulus,0.012289953416129637,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",632,67,10,24936,0.14925373134328357,0.015822784810126583,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']","['ENSMUSG00000023034', 'ENSMUSG00000030279', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IDA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA']]"
GO:BP,GO:0048513,animal organ development,0.01260814335699137,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3016,67,22,24936,0.3283582089552239,0.007294429708222812,query_1,['GO:0048856'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000022371', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000052512', 'ENSMUSG00000020919', 'ENSMUSG00000070436', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IMP', 'ISO', 'IEA'], ['IMP'], ['IMP', 'ISS'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IGI', 'IEA'], ['IMP', 'TAS'], ['IEA'], ['ISS'], ['IMP', 'ISS', 'IEA'], ['IMP', 'IGI'], ['IMP', 'IGI', 'IEA'], ['IGI', 'IEA'], ['IMP'], ['IMP'], ['IMP', 'IEA'], ['IMP'], ['IMP', 'IGI'], ['IMP'], ['IMP', 'IGI', 'IEP', 'TAS', 'IEA'], ['IMP', 'IGI']]"
GO:BP,GO:0048856,anatomical structure development,0.013605472906361065,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",5738,67,32,24936,0.47761194029850745,0.0055768560474032764,query_1,['GO:0032502'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000022371', 'ENSMUSG00000026070', 'ENSMUSG00000013846', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000039145', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000070436', 'ENSMUSG00000030199', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IMP', 'IGI', 'ISO', 'IEA'], ['IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IGI', 'IEA'], ['IMP'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP'], ['IMP', 'IGI', 'IEA'], ['IMP', 'TAS'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA', 'IMP', 'ISS', 'NAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP', 'IGI'], ['IDA', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IGI', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA'], ['ISO', 'IEA'], ['IMP', 'IGI', 'ISS', 'IEA'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IMP', 'IGI', 'IEP', 'TAS', 'IEA'], ['IMP', 'IGI']]"
GO:BP,GO:0045646,regulation of erythrocyte differentiation,0.015128461653147894,True,"""Any process that modulates the frequency, rate or extent of erythrocyte differentiation."" [GOC:go_curators]",48,67,4,24936,0.05970149253731343,0.08333333333333333,query_1,"['GO:0030218', 'GO:0045637']","['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000021127', 'ENSMUSG00000020919']","[['ISS', 'IEA'], ['IGI'], ['ISS', 'IEA'], ['IGI', 'ISS', 'IEA']]"
KEGG,KEGG:05223,Non-small cell lung cancer,0.015960730830957535,True,Non-small cell lung cancer,72,43,4,10539,0.09302325581395349,0.05555555555555555,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000023067', 'ENSMUSG00000020919']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0.01716523864234217,True,"""A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:aruk, GOC:txnOH-2018, PMID:20737563, PMID:27145859]",407,71,8,23512,0.11267605633802817,0.019656019656019656,query_1,"['GO:0000981', 'GO:0001216']","['ENSMUSG00000023034', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000030199']","[['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA']]"
KEGG,KEGG:04917,Prolactin signaling pathway,0.017745679763681063,True,Prolactin signaling pathway,74,43,4,10539,0.09302325581395349,0.05405405405405406,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000021250', 'ENSMUSG00000020919']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
REAC,REAC:R-MMU-186797,Signaling by PDGF,0.018793934386242155,True,Signaling by PDGF,51,38,4,8514,0.10526315789473684,0.0784313725490196,query_1,['REAC:R-MMU-9006934'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919', 'ENSMUSG00000024620']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0006950,response to stress,0.018972232122865678,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3596,67,24,24936,0.3582089552238806,0.006674082313681869,query_1,['GO:0050896'],"['ENSMUSG00000023034', 'ENSMUSG00000037942', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000005125', 'ENSMUSG00000047497', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000020642', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000021559']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IGI'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP', 'IGI', 'IEA'], ['IGI'], ['IEA'], ['IMP', 'IGI'], ['IMP'], ['IMP', 'IEA']]"
TF,TF:M01865_1,Factor: BTEB3; motif: BNRNGGGAGGNGT; match class: 1,0.019604212178147222,True,Factor: BTEB3; motif: BNRNGGGAGGNGT; match class: 1,3123,69,24,21760,0.34782608695652173,0.007684918347742555,query_1,['TF:M01865'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000028755', 'ENSMUSG00000020741', 'ENSMUSG00000040964', 'ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000041930', 'ENSMUSG00000025225', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000039145', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000046667', 'ENSMUSG00000030257', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000047153', 'ENSMUSG00000030199', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000038894']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:MF,GO:0001216,DNA-binding transcription activator activity,0.01970412882879448,True,"""A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets."" [GOC:txnOH-2018]",415,71,8,23512,0.11267605633802817,0.01927710843373494,query_1,['GO:0003700'],"['ENSMUSG00000023034', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000030199']","[['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA']]"
KEGG,KEGG:05162,Measles,0.020168128604469145,True,Measles,141,43,5,10539,0.11627906976744186,0.03546099290780142,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021250', 'ENSMUSG00000020919']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05203,Viral carcinogenesis,0.020493614987052853,True,Viral carcinogenesis,222,43,6,10539,0.13953488372093023,0.02702702702702703,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000023067', 'ENSMUSG00000020919', 'ENSMUSG00000008855']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0065007,biological regulation,0.02059835326460107,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12498,67,51,24936,0.7611940298507462,0.004080652904464715,query_1,['GO:0008150'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000037942', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000026070', 'ENSMUSG00000013846', 'ENSMUSG00000034429', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000021336', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000020642', 'ENSMUSG00000027185', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IMP', 'ISS', 'ISA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IMP', 'IGI', 'ISS', 'IEA'], ['IGI', 'IEA'], ['IEA'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'NAS'], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IPI', 'IMP'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IEA'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISO', 'NAS', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA']]"
