source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
KEGG,KEGG:00982,Drug metabolism - cytochrome P450,5.620389730324887e-07,True,Drug metabolism - cytochrome P450,71,12,5,10539,0.4166666666666667,0.07042253521126761,query_1,['KEGG:00000'],"['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:MF,GO:0004499,"N,N-dimethylaniline monooxygenase activity",7.658838406319117e-06,True,"""Catalysis of the reaction: N,N-dimethylaniline + NADPH + H+ + O2 = N,N-dimethylaniline N-oxide + NADP+ + H2O."" [RHEA:24468]",9,18,3,23512,0.16666666666666666,0.3333333333333333,query_1,['GO:0016709'],"['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0047822,hypotaurine monooxygenase activity,7.658838406319117e-06,True,"""Catalysis of the reaction: H+ + hypotaurine + NADPH + O2 = H2O + NADP+ + taurine."" [RHEA:69819]",9,18,3,23512,0.16666666666666666,0.3333333333333333,query_1,['GO:0016709'],"['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IMP', 'IEA']]"
GO:MF,GO:0050660,flavin adenine dinucleotide binding,9.356814096091094e-05,True,"""Binding to FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2."" [GOC:ai, GOC:imk, ISBN:0198506732]",81,18,4,23512,0.2222222222222222,0.04938271604938271,query_1,"['GO:0000166', 'GO:0043168']","['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA'], ['IEA']]"
KEGG,KEGG:00430,Taurine and hypotaurine metabolism,0.00010502151478020496,True,Taurine and hypotaurine metabolism,22,12,3,10539,0.25,0.13636363636363635,query_1,['KEGG:00000'],"['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0006790,sulfur compound metabolic process,0.00019037937471750904,True,"""The chemical reactions and pathways involving the nonmetallic element sulfur or compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:ai]",224,15,5,24936,0.3333333333333333,0.022321428571428572,query_1,['GO:0008152'],"['ENSMUSG00000021228', 'ENSMUSG00000052392', 'ENSMUSG00000026691', 'ENSMUSG00000037370', 'ENSMUSG00000040181']","[['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA']]"
GO:MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",0.0002644037385760953,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from NADH or NADPH and one other donor, and one atom of oxygen is incorporated into one donor."" [EC:1.14.13.-]",27,18,3,23512,0.16666666666666666,0.1111111111111111,query_1,"['GO:0004497', 'GO:0016705']","['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IMP', 'ISS', 'IEA']]"
GO:MF,GO:0034899,trimethylamine monooxygenase activity,0.0004028911272686479,True,"""Catalysis of the reaction: N,N,N-trimethylamine + NADPH + H+ + O2 = N,N,N-trimethylamine N-oxide + NADP+ + H2O."" [EC:1.14.13.148, UM-BBD_reactionID:r1407]",3,18,2,23512,0.1111111111111111,0.6666666666666666,query_1,['GO:0016709'],"['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['ISS', 'IEA']]"
KEGG,KEGG:01100,Metabolic pathways,0.0004653409623754106,True,Metabolic pathways,1646,12,9,10539,0.75,0.0054678007290400975,query_1,['KEGG:00000'],"['ENSMUSG00000021228', 'ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000052392', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000037370', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
REAC,REAC:R-MMU-217271,FMO oxidises nucleophiles,0.0007954803061890353,True,FMO oxidises nucleophiles,3,10,2,8514,0.2,0.6666666666666666,query_1,['REAC:R-MMU-211945'],"['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['REAC'], ['REAC']]"
GO:BP,GO:0032789,unsaturated monocarboxylic acid metabolic process,0.00123520646214766,True,"""The chemical reactions and pathways involving unsaturated monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-) and one or more unsaturated C-C bonds."" [GOC:mah, GOC:vk]",3,15,2,24936,0.13333333333333333,0.6666666666666666,query_1,['GO:0032787'],"['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['IDA'], ['IEA']]"
GO:BP,GO:0032788,saturated monocarboxylic acid metabolic process,0.00123520646214766,True,"""The chemical reactions and pathways involving saturated monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-) and fully saturated C-C bonds."" [GOC:mah, GOC:vk]",3,15,2,24936,0.13333333333333333,0.6666666666666666,query_1,['GO:0019752'],"['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['IDA'], ['IEA']]"
GO:MF,GO:0050661,NADP binding,0.002091388249851004,True,"""Binding to nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH."" [GOC:ai]",53,18,3,23512,0.16666666666666666,0.05660377358490566,query_1,['GO:0030554'],"['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0042412,taurine biosynthetic process,0.0024695542590707827,True,"""The chemical reactions and pathways resulting in the formation of taurine (2-aminoethanesulfonic acid), a sulphur-containing amino acid derivative important in the metabolism of fats."" [GOC:jl, ISBN:0198600461]",4,15,2,24936,0.13333333333333333,0.5,query_1,"['GO:0019530', 'GO:0046305']","['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IMP', 'IEA']]"
