source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0046305,alkanesulfonate biosynthetic process,0.0024695542590707827,True,"""The chemical reactions and pathways resulting in the formation of alkanesulfonates, the anion of alkanesulfonic acids, sulfonic acid derivatives containing an aliphatic hydrocarbon group."" [GOC:ai]",4,15,2,24936,0.13333333333333333,0.5,query_1,"['GO:0016053', 'GO:0019694', 'GO:0044272']","['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IMP', 'IEA']]"
WP,WP:WP1251,Metapathway biotransformation,0.0038459494764368613,True,Metapathway biotransformation,140,10,4,4801,0.4,0.02857142857142857,query_1,['WP:000000'],"['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['WP'], ['WP'], ['WP'], ['WP']]"
GO:BP,GO:0006082,organic acid metabolic process,0.004705944290139616,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",789,15,6,24936,0.4,0.0076045627376425855,query_1,['GO:0044281'],"['ENSMUSG00000021228', 'ENSMUSG00000026692', 'ENSMUSG00000052392', 'ENSMUSG00000026691', 'ENSMUSG00000037370', 'ENSMUSG00000040181']","[['IDA', 'IEA'], ['IGI'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IGI', 'IEA']]"
GO:CC,GO:0005789,endoplasmic reticulum membrane,0.00934047490990401,True,"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]",1104,18,6,25413,0.3333333333333333,0.005434782608695652,query_1,"['GO:0031090', 'GO:0042175', 'GO:0098827']","['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA']]"
GO:CC,GO:0098827,endoplasmic reticulum subcompartment,0.00952995555212444,True,"""A distinct region of the endoplasmic reticulum."" [GOC:dos]",1108,18,6,25413,0.3333333333333333,0.005415162454873646,query_1,"['GO:0005783', 'GO:0031984']","['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA']]"
GO:CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,0.010268229573827769,True,"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]",1123,18,6,25413,0.3333333333333333,0.005342831700801425,query_1,"['GO:0012505', 'GO:0016020']","['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA']]"
WP,WP:WP1241,Glucuronidation,0.01582886980594377,True,Glucuronidation,17,10,2,4801,0.2,0.11764705882352941,query_1,['WP:000000'],"['ENSMUSG00000090165', 'ENSMUSG00000089675']","[['WP'], ['WP']]"
GO:BP,GO:0044281,small molecule metabolic process,0.017744816676109727,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1549,15,7,24936,0.4666666666666667,0.004519044544867657,query_1,['GO:0008152'],"['ENSMUSG00000021228', 'ENSMUSG00000026692', 'ENSMUSG00000052392', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000037370', 'ENSMUSG00000040181']","[['IDA', 'IEA'], ['IGI'], ['IDA', 'IEA'], ['IEA'], ['IMP', 'ISO', 'IEA'], ['IEA'], ['IMP', 'IGI', 'IEA']]"
GO:BP,GO:0019530,taurine metabolic process,0.01848306579675703,True,"""The chemical reactions and pathways involving taurine (2-aminoethanesulfonic acid), a sulphur-containing amino acid derivative important in the metabolism of fats."" [GOC:jl, ISBN:0198600461]",10,15,2,24936,0.13333333333333333,0.2,query_1,['GO:0019694'],"['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IMP', 'IEA']]"
GO:BP,GO:0019694,alkanesulfonate metabolic process,0.01848306579675703,True,"""The chemical reactions and pathways involving alkanesulfonates, the anion of alkanesulfonic acids, sulfonic acid derivatives containing an aliphatic hydrocarbon group."" [GOC:ai]",10,15,2,24936,0.13333333333333333,0.2,query_1,"['GO:0006082', 'GO:0006790']","['ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IMP', 'IEA']]"
GO:CC,GO:0031984,organelle subcompartment,0.027237970384782022,True,"""A compartment that consists of a lumen and an enclosing membrane, and is part of an organelle."" [GOC:mah, GOC:pz]",1341,18,6,25413,0.3333333333333333,0.0044742729306487695,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']","['ENSMUSG00000026692', 'ENSMUSG00000090165', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000089675', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA']]"
KEGG,KEGG:00062,Fatty acid elongation,0.031085529908545236,True,Fatty acid elongation,30,12,2,10539,0.16666666666666666,0.06666666666666667,query_1,['KEGG:00000'],"['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:00053,Ascorbate and aldarate metabolism,0.03539982399966479,True,Ascorbate and aldarate metabolism,32,12,2,10539,0.16666666666666666,0.0625,query_1,['KEGG:00000'],"['ENSMUSG00000090165', 'ENSMUSG00000089675']","[['KEGG'], ['KEGG']]"
GO:BP,GO:0046322,negative regulation of fatty acid oxidation,0.037324933648738914,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fatty acid oxidation."" [GOC:ai]",14,15,2,24936,0.13333333333333333,0.14285714285714285,query_1,"['GO:0019395', 'GO:0045922', 'GO:0046320']","['ENSMUSG00000026692', 'ENSMUSG00000040181']","[['IGI'], ['IGI']]"
KEGG,KEGG:01040,Biosynthesis of unsaturated fatty acids,0.039988278248020065,True,Biosynthesis of unsaturated fatty acids,34,12,2,10539,0.16666666666666666,0.058823529411764705,query_1,['KEGG:00000'],"['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['KEGG'], ['KEGG']]"
GO:MF,GO:0047617,fatty acyl-CoA hydrolase activity,0.043193475936425245,True,"""Catalysis of the reaction: a fatty acyl-CoA + H2O = a fatty acid + CoA + H+."" [RHEA:16781]",26,18,2,23512,0.1111111111111111,0.07692307692307693,query_1,['GO:0016289'],"['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['IDA', 'TAS'], ['IDA', 'TAS', 'IEA']]"
KEGG,KEGG:00040,Pentose and glucuronate interconversions,0.04484983204593992,True,Pentose and glucuronate interconversions,36,12,2,10539,0.16666666666666666,0.05555555555555555,query_1,['KEGG:00000'],"['ENSMUSG00000090165', 'ENSMUSG00000089675']","[['KEGG'], ['KEGG']]"
GO:MF,GO:0016289,acyl-CoA hydrolase activity,0.04662780171225331,True,"""Catalysis of the reaction: an acyl-CoA + H2O = a carboxylate + CoA + H+."" [RHEA:70423]",27,18,2,23512,0.1111111111111111,0.07407407407407407,query_1,"['GO:0016790', 'GO:0160215']","['ENSMUSG00000021228', 'ENSMUSG00000052392']","[['IDA', 'TAS'], ['IDA', 'TAS', 'IEA']]"
GO:MF,GO:0004497,monooxygenase activity,0.048855520406264,True,"""Catalysis of the incorporation of one atom of molecular oxygen (O2) into the substrate and the reduction of the other atom of O2 to water."" [PMID:1444267]",152,18,3,23512,0.16666666666666666,0.019736842105263157,query_1,['GO:0016491'],"['ENSMUSG00000026692', 'ENSMUSG00000026691', 'ENSMUSG00000040181']","[['IEA'], ['IEA'], ['IMP', 'ISS', 'ISO', 'IEA']]"
HP,HP:0010639,Elevated alkaline phosphatase of bone origin,0.04976109053552752,True,"An abnormally increased level of bone isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood.",13,5,2,5328,0.4,0.15384615384615385,query_1,['HP:0010679'],"['ENSMUSG00000019768', 'ENSMUSG00000037370']","[['HP'], ['HP']]"
