source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0005737,cytoplasm,3.932709068885874e-09,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",10727,106,79,25413,0.7452830188679245,0.007364594015102079,query_1,"['GO:0005622', 'GO:0110165']","['ENSMUSG00000020014', 'ENSMUSG00000003464', 'ENSMUSG00000046230', 'ENSMUSG00000025479', 'ENSMUSG00000090264', 'ENSMUSG00000030244', 'ENSMUSG00000028792', 'ENSMUSG00000030972', 'ENSMUSG00000005615', 'ENSMUSG00000027690', 'ENSMUSG00000021620', 'ENSMUSG00000021573', 'ENSMUSG00000033917', 'ENSMUSG00000030545', 'ENSMUSG00000034774', 'ENSMUSG00000027598', 'ENSMUSG00000031446', 'ENSMUSG00000018736', 'ENSMUSG00000036585', 'ENSMUSG00000032051', 'ENSMUSG00000019578', 'ENSMUSG00000054676', 'ENSMUSG00000021102', 'ENSMUSG00000028088', 'ENSMUSG00000047963', 'ENSMUSG00000025981', 'ENSMUSG00000021417', 'ENSMUSG00000034574', 'ENSMUSG00000029131', 'ENSMUSG00000026131', 'ENSMUSG00000116564', 'ENSMUSG00000028527', 'ENSMUSG00000025278', 'ENSMUSG00000001472', 'ENSMUSG00000021051', 'ENSMUSG00000035757', 'ENSMUSG00000031545', 'ENSMUSG00000033377', 'ENSMUSG00000018846', 'ENSMUSG00000030662', 'ENSMUSG00000078566', 'ENSMUSG00000040350', 'ENSMUSG00000015112', 'ENSMUSG00000002831', 'ENSMUSG00000008435', 'ENSMUSG00000041798', 'ENSMUSG00000059970', 'ENSMUSG00000023150', 'ENSMUSG00000031402', 'ENSMUSG00000048787', 'ENSMUSG00000034647', 'ENSMUSG00000056501', 'ENSMUSG00000025078', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000036391', 'ENSMUSG00000028826', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000041058', 'ENSMUSG00000029650', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000040022', 'ENSMUSG00000020733', 'ENSMUSG00000027227', 'ENSMUSG00000025176', 'ENSMUSG00000025732', 'ENSMUSG00000026107', 'ENSMUSG00000031770', 'ENSMUSG00000026848', 'ENSMUSG00000026849', 'ENSMUSG00000039633', 'ENSMUSG00000067825', 'ENSMUSG00000000811', 'ENSMUSG00000037260', 'ENSMUSG00000022299', 'ENSMUSG00000038780']","[['ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'ISS'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['ISS', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['HDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'ISA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'HDA', 'TAS', 'IEA'], ['IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEP', 'IEA'], ['IPI', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IMP', 'HDA', 'ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISS', 'ISO', 'IEA'], ['ISS', 'TAS', 'IEA']]"
GO:BP,GO:0044281,small molecule metabolic process,7.252666664115561e-08,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1549,106,28,24936,0.2641509433962264,0.018076178179470628,query_1,['GO:0008152'],"['ENSMUSG00000026457', 'ENSMUSG00000025479', 'ENSMUSG00000028792', 'ENSMUSG00000030972', 'ENSMUSG00000021620', 'ENSMUSG00000029246', 'ENSMUSG00000033917', 'ENSMUSG00000022383', 'ENSMUSG00000036585', 'ENSMUSG00000036820', 'ENSMUSG00000032051', 'ENSMUSG00000028088', 'ENSMUSG00000021417', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000008435', 'ENSMUSG00000041798', 'ENSMUSG00000051177', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000027227', 'ENSMUSG00000025176', 'ENSMUSG00000026773', 'ENSMUSG00000027765']","[['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP'], ['IMP', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IDA', 'IMP', 'IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IEA']]"
GO:BP,GO:0019637,organophosphate metabolic process,1.370375403254122e-07,True,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",951,106,22,24936,0.20754716981132076,0.023133543638275498,query_1,['GO:0006793'],"['ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000021620', 'ENSMUSG00000029246', 'ENSMUSG00000033917', 'ENSMUSG00000022383', 'ENSMUSG00000036820', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000041798', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000027227', 'ENSMUSG00000026773', 'ENSMUSG00000027765']","[['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IEA']]"
GO:CC,GO:0031090,organelle membrane,1.990395963409413e-05,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3276,106,35,25413,0.330188679245283,0.010683760683760684,query_1,"['GO:0016020', 'GO:0043227']","['ENSMUSG00000003464', 'ENSMUSG00000046230', 'ENSMUSG00000025479', 'ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000033917', 'ENSMUSG00000030545', 'ENSMUSG00000027598', 'ENSMUSG00000019578', 'ENSMUSG00000054676', 'ENSMUSG00000028088', 'ENSMUSG00000047963', 'ENSMUSG00000025981', 'ENSMUSG00000026131', 'ENSMUSG00000031545', 'ENSMUSG00000030662', 'ENSMUSG00000078566', 'ENSMUSG00000015112', 'ENSMUSG00000008435', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000036391', 'ENSMUSG00000028826', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000029650', 'ENSMUSG00000014606', 'ENSMUSG00000040022', 'ENSMUSG00000027227', 'ENSMUSG00000031770', 'ENSMUSG00000026848', 'ENSMUSG00000026849', 'ENSMUSG00000067825', 'ENSMUSG00000037260', 'ENSMUSG00000022299']","[['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['HDA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'TAS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['NAS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'HDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IMP', 'HDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'ISO', 'IEA']]"
GO:BP,GO:0090407,organophosphate biosynthetic process,0.00010741027873156218,True,"""The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [GOC:chem_mtg]",529,106,14,24936,0.1320754716981132,0.026465028355387523,query_1,"['GO:0009058', 'GO:0019637']","['ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000029246', 'ENSMUSG00000022383', 'ENSMUSG00000036820', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000035354', 'ENSMUSG00000047638', 'ENSMUSG00000041417', 'ENSMUSG00000020572', 'ENSMUSG00000027765']","[['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
GO:CC,GO:0031967,organelle envelope,0.00021469443213465225,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1231,106,19,25413,0.1792452830188679,0.015434606011372868,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']","['ENSMUSG00000046230', 'ENSMUSG00000025479', 'ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000018736', 'ENSMUSG00000054676', 'ENSMUSG00000025981', 'ENSMUSG00000026131', 'ENSMUSG00000030662', 'ENSMUSG00000078566', 'ENSMUSG00000015112', 'ENSMUSG00000008435', 'ENSMUSG00000051177', 'ENSMUSG00000028826', 'ENSMUSG00000014606', 'ENSMUSG00000027227', 'ENSMUSG00000026848', 'ENSMUSG00000026849', 'ENSMUSG00000022299']","[['ISS', 'IEA'], ['ISS', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['ISS'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'HDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'HDA', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'ISO', 'IEA']]"
GO:BP,GO:0006796,phosphate-containing compound metabolic process,0.0002414520259244489,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",1819,106,25,24936,0.2358490566037736,0.013743815283122594,query_1,['GO:0006793'],"['ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000021620', 'ENSMUSG00000029246', 'ENSMUSG00000033917', 'ENSMUSG00000022383', 'ENSMUSG00000036585', 'ENSMUSG00000036820', 'ENSMUSG00000116564', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000041798', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000020733', 'ENSMUSG00000027227', 'ENSMUSG00000026773', 'ENSMUSG00000027765']","[['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['ISS'], ['IMP'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['IMP', 'IEA'], ['IEA']]"
GO:BP,GO:0006793,phosphorus metabolic process,0.0002491779584545563,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",1822,106,25,24936,0.2358490566037736,0.013721185510428101,query_1,['GO:0008152'],"['ENSMUSG00000028792', 'ENSMUSG00000005615', 'ENSMUSG00000021620', 'ENSMUSG00000029246', 'ENSMUSG00000033917', 'ENSMUSG00000022383', 'ENSMUSG00000036585', 'ENSMUSG00000036820', 'ENSMUSG00000116564', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000041798', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000020733', 'ENSMUSG00000027227', 'ENSMUSG00000026773', 'ENSMUSG00000027765']","[['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['ISS'], ['IMP'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['IMP', 'IEA'], ['IEA']]"
GO:CC,GO:0005622,intracellular anatomical structure,0.00029221471732186386,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",16471,106,91,25413,0.8584905660377359,0.0055248618784530384,query_1,['GO:0110165'],"['ENSMUSG00000020014', 'ENSMUSG00000003464', 'ENSMUSG00000046230', 'ENSMUSG00000025479', 'ENSMUSG00000090264', 'ENSMUSG00000030244', 'ENSMUSG00000028792', 'ENSMUSG00000030972', 'ENSMUSG00000032232', 'ENSMUSG00000005615', 'ENSMUSG00000102758', 'ENSMUSG00000027690', 'ENSMUSG00000025612', 'ENSMUSG00000025077', 'ENSMUSG00000021620', 'ENSMUSG00000021573', 'ENSMUSG00000033917', 'ENSMUSG00000030545', 'ENSMUSG00000034774', 'ENSMUSG00000027598', 'ENSMUSG00000022383', 'ENSMUSG00000031446', 'ENSMUSG00000018736', 'ENSMUSG00000036585', 'ENSMUSG00000032051', 'ENSMUSG00000019578', 'ENSMUSG00000054676', 'ENSMUSG00000021102', 'ENSMUSG00000028088', 'ENSMUSG00000047963', 'ENSMUSG00000025981', 'ENSMUSG00000021417', 'ENSMUSG00000034574', 'ENSMUSG00000029131', 'ENSMUSG00000026131', 'ENSMUSG00000116564', 'ENSMUSG00000028527', 'ENSMUSG00000025278', 'ENSMUSG00000001472', 'ENSMUSG00000041471', 'ENSMUSG00000021051', 'ENSMUSG00000035757', 'ENSMUSG00000031545', 'ENSMUSG00000033377', 'ENSMUSG00000033543', 'ENSMUSG00000018846', 'ENSMUSG00000030662', 'ENSMUSG00000078566', 'ENSMUSG00000040350', 'ENSMUSG00000015112', 'ENSMUSG00000002831', 'ENSMUSG00000008435', 'ENSMUSG00000041798', 'ENSMUSG00000059970', 'ENSMUSG00000023150', 'ENSMUSG00000031402', 'ENSMUSG00000048787', 'ENSMUSG00000034647', 'ENSMUSG00000056501', 'ENSMUSG00000025078', 'ENSMUSG00000051177', 'ENSMUSG00000035354', 'ENSMUSG00000036391', 'ENSMUSG00000028826', 'ENSMUSG00000037458', 'ENSMUSG00000047638', 'ENSMUSG00000048486', 'ENSMUSG00000041417', 'ENSMUSG00000041058', 'ENSMUSG00000029650', 'ENSMUSG00000020572', 'ENSMUSG00000094786', 'ENSMUSG00000014606', 'ENSMUSG00000039456', 'ENSMUSG00000040022', 'ENSMUSG00000020733', 'ENSMUSG00000027227', 'ENSMUSG00000025176', 'ENSMUSG00000025732', 'ENSMUSG00000026107', 'ENSMUSG00000078866', 'ENSMUSG00000026773', 'ENSMUSG00000031770', 'ENSMUSG00000026848', 'ENSMUSG00000026849', 'ENSMUSG00000039633', 'ENSMUSG00000067825', 'ENSMUSG00000000811', 'ENSMUSG00000037260', 'ENSMUSG00000022299', 'ENSMUSG00000038780']","[['ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'ISS'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['ISS', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['NAS', 'IEA'], ['IDA', 'IGI', 'ISS', 'IEA'], ['ISS', 'IEA'], ['HDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'ISA', 'IEA'], ['IDA', 'IEA'], ['NAS', 'IEA'], ['TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'HDA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['EXP', 'IDA', 'IPI', 'ISO', 'TAS', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEP', 'NAS', 'IEA'], ['IPI', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['ISO', 'IC', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IMP', 'HDA', 'ISO', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISS', 'ISO', 'IEA'], ['ISS', 'TAS', 'IEA']]"
GO:BP,GO:0006753,nucleoside phosphate metabolic process,0.00039098594373926105,True,"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]",588,106,14,24936,0.1320754716981132,0.023809523809523808,query_1,"['GO:0006796', 'GO:0019637', 'GO:0055086']","['ENSMUSG00000028792', 'ENSMUSG00000021620', 'ENSMUSG00000029246', 'ENSMUSG00000022383', 'ENSMUSG00000036820', 'ENSMUSG00000028527', 'ENSMUSG00000031545', 'ENSMUSG00000018846', 'ENSMUSG00000015112', 'ENSMUSG00000041798', 'ENSMUSG00000048486', 'ENSMUSG00000020572', 'ENSMUSG00000014606', 'ENSMUSG00000026773']","[['IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP']]"
