source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0006952,defense response,1.5071201285814424e-08,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1633,152,36,24936,0.23684210526315788,0.02204531537048377,query_1,['GO:0006950'],"['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000069516', 'ENSMUSG00000001741', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000062585', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000028364', 'ENSMUSG00000034652', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000042626', 'ENSMUSG00000005413', 'ENSMUSG00000028874', 'ENSMUSG00000007836', 'ENSMUSG00000022414', 'ENSMUSG00000052384', 'ENSMUSG00000038642', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000023088', 'ENSMUSG00000015568']","[['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['ISS'], ['IMP'], ['IDA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['IMP'], ['IGI'], ['IMP', 'ISS'], ['IMP', 'IEA'], ['IMP'], ['IGI']]"
GO:BP,GO:0002376,immune system process,4.428796874046889e-08,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2557,152,45,24936,0.29605263157894735,0.01759874853343762,query_1,['GO:0008150'],"['ENSMUSG00000024737', 'ENSMUSG00000028859', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000002699', 'ENSMUSG00000001741', 'ENSMUSG00000038147', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000062585', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000015355', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000038418', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000034652', 'ENSMUSG00000033728', 'ENSMUSG00000041538', 'ENSMUSG00000020160', 'ENSMUSG00000112023', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000063193', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000052013', 'ENSMUSG00000042626', 'ENSMUSG00000005413', 'ENSMUSG00000023175', 'ENSMUSG00000028874', 'ENSMUSG00000022414', 'ENSMUSG00000052384', 'ENSMUSG00000038642', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000104213']","[['IDA', 'IEA'], ['IMP', 'IGI'], ['IMP', 'IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['ISO', 'NAS', 'IEA'], ['IEA'], ['IDA'], ['IMP'], ['IEA'], ['IMP', 'IGI'], ['IDA'], ['IEA'], ['IDA', 'IEA'], ['IMP'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0050776,regulation of immune response,2.1662605849108175e-07,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",809,152,24,24936,0.15789473684210525,0.029666254635352288,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']","['ENSMUSG00000024737', 'ENSMUSG00000030247', 'ENSMUSG00000002699', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000033728', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000049625', 'ENSMUSG00000052013', 'ENSMUSG00000042626', 'ENSMUSG00000028874', 'ENSMUSG00000022414', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000104213']","[['IDA'], ['IDA', 'IMP'], ['IEA'], ['IEA'], ['ISO', 'NAS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['IDA', 'IMP'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA'], ['IMP'], ['IEA'], ['ISS'], ['IMP', 'IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0009605,response to external stimulus,5.538844423931675e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2346,152,41,24936,0.26973684210526316,0.017476555839727195,query_1,['GO:0050896'],"['ENSMUSG00000024737', 'ENSMUSG00000028859', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000069516', 'ENSMUSG00000001741', 'ENSMUSG00000037849', 'ENSMUSG00000029016', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000062585', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000028364', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000063193', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000054641', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000042626', 'ENSMUSG00000075602', 'ENSMUSG00000023175', 'ENSMUSG00000028874', 'ENSMUSG00000007836', 'ENSMUSG00000022414', 'ENSMUSG00000038642', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000023088', 'ENSMUSG00000015568']","[['IDA', 'IEA'], ['IMP'], ['IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IMP'], ['IEA'], ['IEP'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['ISS'], ['IEP'], ['IEA'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['IEP'], ['IEA'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['IGI'], ['ISS'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IGI', 'IEP']]"
GO:BP,GO:0006950,response to stress,1.0618819933615685e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3596,152,52,24936,0.34210526315789475,0.014460511679644048,query_1,['GO:0050896'],"['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000069516', 'ENSMUSG00000001741', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000062585', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000030814', 'ENSMUSG00000032498', 'ENSMUSG00000050335', 'ENSMUSG00000026837', 'ENSMUSG00000030805', 'ENSMUSG00000038418', 'ENSMUSG00000016496', 'ENSMUSG00000063354', 'ENSMUSG00000037570', 'ENSMUSG00000027951', 'ENSMUSG00000028364', 'ENSMUSG00000034652', 'ENSMUSG00000033728', 'ENSMUSG00000006732', 'ENSMUSG00000021065', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000054641', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000042626', 'ENSMUSG00000026520', 'ENSMUSG00000055044', 'ENSMUSG00000005413', 'ENSMUSG00000028874', 'ENSMUSG00000025646', 'ENSMUSG00000007836', 'ENSMUSG00000022414', 'ENSMUSG00000052384', 'ENSMUSG00000036023', 'ENSMUSG00000038642', 'ENSMUSG00000030579', 'ENSMUSG00000033712', 'ENSMUSG00000034028', 'ENSMUSG00000023088', 'ENSMUSG00000015568', 'ENSMUSG00000002307', 'ENSMUSG00000001524']","[['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['NAS'], ['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'ISS', 'IEA'], ['ISS'], ['IEA'], ['IMP'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IGI', 'IEA'], ['NAS', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'TAS'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IGI'], ['IMP', 'ISS'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IGI'], ['IEA'], ['IEA']]"
GO:BP,GO:0006955,immune response,1.2563718360808773e-06,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",1726,152,34,24936,0.2236842105263158,0.019698725376593278,query_1,"['GO:0002376', 'GO:0050896']","['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000002699', 'ENSMUSG00000038147', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000034652', 'ENSMUSG00000033728', 'ENSMUSG00000041538', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000052013', 'ENSMUSG00000042626', 'ENSMUSG00000028874', 'ENSMUSG00000022414', 'ENSMUSG00000052384', 'ENSMUSG00000038642', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000104213']","[['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISO', 'NAS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IGI'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IDA', 'IMP', 'ISS'], ['IMP', 'IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0098542,defense response to other organism,1.4649931096692535e-06,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",890,152,24,24936,0.15789473684210525,0.02696629213483146,query_1,"['GO:0006952', 'GO:0051707']","['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000028874', 'ENSMUSG00000022414', 'ENSMUSG00000030579', 'ENSMUSG00000034028']","[['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['ISS'], ['IMP'], ['IDA'], ['IMP', 'IEA'], ['IEA'], ['ISS'], ['IMP', 'IEA']]"
GO:BP,GO:0051707,response to other organism,1.7937163456561475e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1566,152,32,24936,0.21052631578947367,0.020434227330779056,query_1,"['GO:0043207', 'GO:0044419']","['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000069516', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000063193', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000042626', 'ENSMUSG00000075602', 'ENSMUSG00000028874', 'ENSMUSG00000007836', 'ENSMUSG00000022414', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000015568']","[['IDA', 'IEA'], ['IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEP'], ['IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['IMP'], ['ISS'], ['IEP'], ['IMP', 'IGI'], ['IDA'], ['IEA'], ['IEP'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['ISS'], ['IMP', 'IEA'], ['IEP']]"
GO:BP,GO:0045087,innate immune response,1.8513083290173193e-06,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",826,152,23,24936,0.1513157894736842,0.02784503631961259,query_1,"['GO:0006955', 'GO:0140546']","['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000027995', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000059089', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000028874', 'ENSMUSG00000022414', 'ENSMUSG00000030579', 'ENSMUSG00000034028']","[['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['ISS'], ['IMP'], ['IDA'], ['IMP', 'IEA'], ['IEA'], ['ISS'], ['IMP', 'IEA']]"
GO:BP,GO:0043207,response to external biotic stimulus,1.9098009717920484e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1570,152,32,24936,0.21052631578947367,0.02038216560509554,query_1,"['GO:0009605', 'GO:0009607']","['ENSMUSG00000024737', 'ENSMUSG00000021624', 'ENSMUSG00000030247', 'ENSMUSG00000032080', 'ENSMUSG00000069516', 'ENSMUSG00000037849', 'ENSMUSG00000036896', 'ENSMUSG00000016757', 'ENSMUSG00000038871', 'ENSMUSG00000027995', 'ENSMUSG00000032498', 'ENSMUSG00000050335', 'ENSMUSG00000030805', 'ENSMUSG00000016496', 'ENSMUSG00000027951', 'ENSMUSG00000033728', 'ENSMUSG00000004707', 'ENSMUSG00000030124', 'ENSMUSG00000024659', 'ENSMUSG00000063193', 'ENSMUSG00000059089', 'ENSMUSG00000024673', 'ENSMUSG00000049625', 'ENSMUSG00000051113', 'ENSMUSG00000042626', 'ENSMUSG00000075602', 'ENSMUSG00000028874', 'ENSMUSG00000007836', 'ENSMUSG00000022414', 'ENSMUSG00000030579', 'ENSMUSG00000034028', 'ENSMUSG00000015568']","[['IDA', 'IEA'], ['IMP', 'IGI', 'ISO', 'IEA'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEP'], ['IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IEA'], ['IMP'], ['ISS'], ['IEP'], ['IMP', 'IGI'], ['IDA'], ['IEA'], ['IEP'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['ISS'], ['IMP', 'IEA'], ['IEP']]"
