,ZT0 Tx,ZT0 V,ZT12 Tx,ZT12 V
GPATCH11,75.91134223739039,101.65217711739645,82.64539132571875,80.3359463616277
GPT,4427.671751830372,3836.3295611995545,4841.747221425939,6128.28003651945
GRB7,1149.288575135655,1418.6943897974581,1202.6250798815304,1248.8947522576768
GREB1L,62.21290932247226,52.75983061446962,34.24983877562979,31.10129983653508
GRPEL1,794.1157809999247,748.0821771692724,1014.3635274960303,1152.6628002054758
GSN,305.5649272967612,324.3931443442055,335.76699811588907,282.05310309036184
GTF3C1,1795.326776666279,1631.175275735468,1418.384406204297,1598.0451234443028
GTPBP4,393.849225419071,415.60994329077835,535.4654600727248,624.4959188647476
GVIN3,129.4743690700508,139.76526578446962,97.19853389690591,96.15642405485956
H2-AA,129.12054114106505,189.6211483354084,106.41702340945638,144.18188138850087
H2-EB1,97.76034852790625,129.7857284069689,90.45197108526469,99.4840492919505
HACD3,2009.2888693568505,1864.371656589961,2476.9546586871693,2768.0842485839134
HAMP,4859.068133319045,1880.900126537718,2716.8975631267413,6557.555290000663
HAND2,63.732868275487185,44.23703222209051,62.90509398691438,82.81288001536926
HAPLN4,200.08874070448852,217.51230788507593,191.10855484688236,105.35060961233222
HAUS7,96.57788392461448,84.17611853673736,145.59107454698133,146.31614247989617
HBA-A1,483.9852788130087,1827.6312537437234,1186.4870255045419,711.2170329750137
HBA-A2,259.9391895788986,932.962214985984,624.576914238665,335.41746016391073
HC,16625.363024276056,15597.66800348829,15637.030027344592,13943.232224330095
HDHD2,75.84923719292878,78.60428108147474,113.52785259061771,127.51632642694821
HECTD3,795.3791529854619,841.6298533091962,1028.2349275127428,1318.4676853628248
HECW2,181.60081309046308,163.59082094301522,210.8999659627652,254.36235504201517
HEXD,104.30188877861228,92.21577819848059,132.29815587931313,158.6959601967313
HGH1,60.84412958579571,46.28925199827183,75.28342752901494,83.04609255692907
HNF1A,591.4300244902688,570.6373789920219,452.7151648399549,456.51289715338896
HNF4AOS,162.17884105099233,162.2728716152622,228.7626795333024,273.3836479557252
HOPX,271.8749413940654,291.41461029849756,356.89288040043226,532.4995625302444
HSD17B6,1397.3957124060723,2022.8694390745682,2784.4797172261055,3137.7813410483614
HSD17B7,568.0169960259931,653.3728772463015,1451.2597392242355,1338.921962743388
HSP25-PS1,19.662225427685875,15.905820558266486,6.183093967901402,4.224628545335871
HSP90AB1,8115.675231532179,7584.058148540761,6612.059545986568,7059.823618263333
HSPA5,5488.1339903205735,6203.624945518782,7175.365891548376,5329.850138627608
HYCC2,423.58405132807553,478.43559125712136,616.905724779399,868.0860652426448
HYOU1,2916.8564912534807,3427.5389877910197,4902.623164425881,2913.0972705857366
IER5,145.9536641649998,105.92396808148372,71.56220730045861,67.47809223563264
IFIT1,96.73722993058414,101.25556010608817,74.04820334434011,60.142722288915905
IFNGR1,229.97227707131017,255.06575388000672,217.38193243110464,226.82457158183612
IGFBP1,1108.0688790856584,1036.8505777391244,237.05320741864048,313.47716908143025
IGFBP2,3819.572326190223,4499.637773635754,6788.322533532461,6601.985035166406
IGIP,149.760113700874,178.72012537261443,136.9180010278026,146.0390396915281
IL22RA1,69.41310469336207,79.55706983438385,65.07747255514921,49.92892736156407
ILDR2,1528.633710306261,1390.710826306941,1554.6623443443111,2103.289023880568
ILK,466.5400326481567,442.77573962164416,503.1501999104599,639.3337885081346
INHBC,404.2348198812189,539.0395354152757,542.554385117,450.4408004224265
INO80,438.0440783557954,373.2979154359531,495.732860063227,573.0960145349355
IRAK2,373.0854427703388,393.17168586001736,294.19592750991154,274.70484720585927
IRF1,543.0291226234854,515.7557805038381,466.2260144644473,433.3963395467011
IRF2BP2,1383.40555660663,1571.1602604981647,851.4065706776936,1108.7711278680295
ITGA6,121.64495646491368,132.93132023025152,104.24508354837539,71.96272350463278
ITGAL,321.07257329069716,286.25529935679606,304.1108252991631,222.81963402972465
ITGB3,98.7376956600293,119.46594954671879,166.6023310810663,213.15825542092475
ITGB5,1065.0616154855875,1073.9033499553757,992.9226308172264,966.1190485864142
ITIH1,12919.841557816782,11795.040083456304,11876.750679421357,10421.017812983704
JMJD1C,1436.4219818317426,1453.737163691455,1216.864170083086,1257.2387528753382
JOSD2,613.6189938890292,578.3543469424618,487.5050168200645,446.38432210261533
KANK1,1153.2707042567615,1265.8604307523074,1059.7675359568366,1053.2869363225664
KANSL1L,222.7908840382042,218.4942670865363,242.5549145821054,327.4477690447238
KAT14,297.2174032396261,242.570861105569,296.3816250738978,361.3952149411261
KCNK10,9.511186322642988,10.389796366020205,30.81733719491167,39.58666131202173
KIF13B,2283.158578449251,2470.8722675844238,2173.1156514436348,2156.720062740541
KIF20B,30.33707401583674,22.885190994457243,13.17355906259322,9.36641795945984
KLHL13,89.92030037461652,112.82975722405756,89.55861292017669,90.23972356209143
