,ZT0Tx,ZT0V,ZT12Tx,ZT12V
GPCRs Class A Rhodopsin Like WP189,0.620602056519687,0.328264290829437,-0.51252973772415,-0.229836998183738
Alanine And Aspartate Metabolism WP240,-0.992248062015504,-0.0146425495262705,0.321274763135228,0.652885443583118
Estrogen Metabolism WP1264,0.652024117140396,0.321274763135228,-0.536606373815676,-0.48578811369509
Iron Homeostasis WP1596,-0.683893195521103,-0.275624461670973,0.135228251507321,0.985357450473729
Cytoplasmic Ribosomal Proteins WP163,-0.536711891550554,0.420108901735522,0.323148311815878,0.242047227290995
Eicosanoid Synthesis WP318,-0.617571059431524,-0.378983634797588,0.86993970714901,0.15848406546081
Oxidative Stress And Redox Pathway WP4466,-0.443436960276338,0.759847658624626,0.521588946459413,-0.609605542132474
GDNF RET Signaling Axis WP4820,-0.016365202411714,0.962101636520241,0.016365202411714,-0.632213608957795
Type II Interferon Signaling IFNG WP1253,-0.89516604911676,0.946892759688968,-0.468863088354233,0.433950839185916
Retinol Metabolism WP1259,0.125122302421413,-0.0594571305471779,-0.49032678008124,0.506784052786236
Mitochondrial Long Chain Fatty Acid Beta Oxidation WP401,0.652885443583118,0.320413436692506,-0.361757105943152,-0.690783807062877
Dravet Syndrome Scn1a A1783V Point Mutation Model WP5298,-0.271196115905329,-0.23150317059127,0.233142962621217,0.509140854467199
BMP Signaling Pathway In Eyelid Development WP3663,-0.68733850129199,-0.31266149870801,0.295434969853575,0.914728682170543
Selenium Metabolism Selenoproteins WP108,0.368169592537847,-0.00775862068965516,0.00151773208449663,-0.349902935445406
Glutathione Metabolism WP164,-0.66322136089578,-0.334194659776055,0.963824289405685,0.0585701981050817
Nuclear Receptors WP509,-0.730471329712376,-0.283498492029298,0.0269705962490656,0.722625027583103
Adipogenesis Genes WP447,-0.553905400452168,0.0901121261896596,0.0535992295556055,0.569313620782928
Folic Acid Network WP1273,0.00172265288544354,0.892334194659776,-0.00258397932816545,-0.823428079242033
Tryptophan Metabolism WP79,-0.6011198642598,0.22871550375292,0.373976734166308,-0.558699409147013
Inflammatory Response Pathway WP458,-0.616709732988803,-0.378122308354867,0.298880275624462,0.895779500430663
Nuclear Receptors In Lipid Metabolism And Toxicity WP431,0.602928509905254,0.37037037037037,-0.981912144702842,-0.0310077519379846
Exercise Induced Circadian Regulation WP544,0.0453759514298939,-0.0336062042223179,-0.244923165302312,0.136026154368349
GPCRs Other WP41,-0.633074935400517,-0.361757105943152,0.89922480620155,0.12489233419466
GPCRs Odorant WP1397,-0.62085308056872,-0.54518814105673,0.856527358897027,0.171477811288238
