,ZT0Tx,ZT0V,ZT12Tx,ZT12V
Chemokine Signaling Pathway WP2292,-0.037780452885139,-0.126781319770388,-0.365591954826405,0.379909488649521
Hypertrophy Model WP202,-0.0294517444494789,-0.229712014138957,0.166328445949533,0.0789424207486449
Leptin And Adiponectin WP683,-0.813134517766497,0.697463768115942,0.527197831910681,-0.90462903811707
Steroid Biosynthesis WP55,0.346467391304348,0.661231884057971,-0.121829710144927,-0.967391304347826
Mismatch Repair WP1257,0.582427536231884,0.413134613674758,-0.722373188405797,-0.341938405797101
Heme Biosynthesis WP18,-0.702898550724638,-0.259057971014493,0.00135869565217395,0.966032608695652
Integrin Mediated Cell Adhesion WP6,0.0449229040427015,-0.357813691292859,0.0865894789258232,0.176510041931278
Alzheimer 39 S Disease WP2075,-0.122629827587456,-0.215366892024055,-0.00195409581747946,0.241113041142537
Cholesterol Metabolism W Bloch And Kandutsch Russell Pathways WP4346,-0.286101985448344,0.576633187280036,-0.475454916571972,0.339041948925835
G13 Signaling Pathway WP298,-0.130847184234519,-0.572824226464779,0.10166993626719,0.409197998494207
Glycogen Metabolism WP317,-0.32388466628098,-0.226303854875283,0.331209332080757,0.481332770679763
Kit Receptor Signaling Pathway WP407,0.125459134736736,-0.188640650703349,-0.176737846433439,0.447079056565463
Endochondral Ossification WP1270,0.00870391405467119,-0.207628502127558,-0.00817067635043117,0.458595151142684
Heart Development WP2067,-0.283744271575814,-0.249324348339127,0.510109655372941,0.128106985766194
Fatty Acid Oxidation WP2318,-0.877787068004459,0.0177439182194616,0.190720611916264,0.581907949674331
Glutathione Metabolism WP164,-0.28001812415043,-0.160806433281157,0.535800651126886,0.323473296773329
GPCRs Non Odorant WP1396,0.456511308933055,0.122314943264823,-0.335110789420509,-0.302356210475789
Blood Clotting Cascade WP460,0.351608518350702,0.653375623017671,-0.7313094698686,-0.330312641594925
Wnt Signaling Pathway And Pluripotency WP723,0.608062697175182,-0.327104669912488,-0.343572718391996,0.0701810790835181
Nuclear Receptors In Lipid Metabolism And Toxicity WP431,-0.421712701534256,-0.361586536027723,0.308097432330525,0.147827603040658
Regulation Of Cardiac Hypertrophy By miR 208 WP1526,-0.468537799909461,-0.475780896333182,0.87143503847895,0.208691715708465
G1 To S Cell Cycle Control WP413,-0.345416594741699,-0.120408450857387,0.143597071431315,0.482074872540176
TGF Beta Signaling Pathway WP113,0.171057542791775,-0.538343018521104,0.316703211230046,-0.343920145190563
Wnt Signaling WP403,-0.152984771827692,-0.331195894833208,-0.141599349963821,0.45996213853678
Oxidative Damage Response WP1496,0.6406327083679,-0.286126370069507,0.180220905566528,-0.751096150076043
Elongation Of Very Long Chain Fatty Acids WP4491,-0.542736091631604,0.578173524844721,-0.416074226400313,0.432310548291122
Estrogen Metabolism WP1264,-0.73243428429052,0.603469899665552,0.487735618387126,-0.788031270752764
Signal Transduction Of S1P Receptor WP57,-0.0280924331671953,-0.219743950514465,-0.152289621252014,0.58790415630617
Neural Crest Differentiation WP2074,-0.179641838854663,0.0243177074813812,0.0728841698587581,-0.0663189295142508
IL 6 Signaling Pathway WP387,0.0739519686889129,-0.115285637958491,-0.226988814284123,0.398743333196019
Aflatoxin B1 Metabolism WP1262,-0.291987324581259,-0.648709823449525,0.734721593481213,0.281122679945677
Transcriptional Activation By Nfe2l2 Response To Phytochemicals WP1245,-0.568506225075382,0.550966183574879,-0.202898550724638,0.116786643745672
P38 Mapk Signaling Pathway WP350,-0.0112081815543729,-0.307456046090938,0.136932707738912,-0.338546916580779
Cholesterol Biosynthesis WP103,0.0892210144927536,0.992753623188406,-0.773550724637681,-0.180002593968605
GDNF RET Signaling Axis WP4820,0.0361991246691302,0.0018115942028985,0.0389492753623188,-0.195383210205482
GPCRs Small Ligand WP353,0.613306276046526,0.613413908717283,-0.342391304347826,-0.734148550724638
Glucuronidation WP1241,-0.699728260869565,-0.188563029805852,0.716485507246377,0.480020289855073
BDNF Pathway WP2152,-0.687636489974191,-0.487647316451664,0.365942028985507,0.624094202898551
Robo4 And VEGF Signaling Pathways Crosstalk WP3864,-0.893164327750113,-0.199637845178814,0.563603440470801,0.430511543684925
Mir 193A And MVP In Colon Cancer Metastasis WP3979,-0.277501131733816,-0.662290629244002,0.0402897238569488,0.980986871887732
Distal Convoluted Tubule 1 DCT1 Cell WP4183,-0.104572204617474,-0.837030330466274,0.178813942960616,0.804436396559529
Ptf1a Related Regulatory Pathway WP201,0.00226346763241286,-0.957446808510638,0.690357627885921,0.317338162064282
ACE Inhibitor Pathway WP396,0.441376188320507,0.549117247623359,-0.445903123585333,-0.624264373019466
Eicosanoid Metabolism Via Lipoxygenases LOX WP4348,-0.29198978087179,-0.1399348230027,0.397848398993758,0.312036131712759
Mitochondrial Long Chain Fatty Acid Beta Oxidation WP401,0.786231884057971,-0.780972417017298,-0.000452898550724667,-0.0934714049325562
FAS Pathway And Stress Induction Of HSP Regulation WP571,0.114910207966143,0.388492812269598,-0.161297580231719,-0.454280086657137
Gene Regulatory Network Modelling Somitogenesis WP2852,-0.490267089180625,-0.456767768220914,0.0964237211407877,0.902218198279765
Complement Activation Classical Pathway WP200,0.777173913043478,0.202898550724638,-0.313405797101449,-0.765851449275362
GPCRs Odorant WP1397,0.281354332488866,0.0276769509981851,-0.570354020649829,0.141481927244169
Nod Like Receptor NLR Signaling Pathway WP1256,0.517428700769579,0.469443186962426,-0.644182888184699,-0.417836124943413
Hedgehog Signaling Pathway WP116,0.0282977453115124,0.795213092606239,-0.663506360547181,-0.0923913043478261
ErbB Signaling Pathway WP1261,-0.698366887981012,-0.477797311679609,0.261559383499547,0.701269265639166
Ethanol Metabolism Resulting In Production Of ROS By CYP2E1 WP4265,-0.320959710276143,-0.625169760072431,0.147125396106836,0.83974649162517
Primary Focal Segmental Glomerulosclerosis FSGS WP2573,0.233666061705989,-0.452155812745155,-0.088475499092559,0.416019553890287
Oxidation By Cytochrome P450 WP1274,-0.0566379700951518,0.507670836368364,-0.484043271158265,0.143538181598898
