,ZT0 Tx,ZT0 V,ZT12 Tx,ZT12 V
AGBL5,78.20127176149823,91.95434542074746,117.35745593491558,129.88599696471883
AGFG2,446.5231406950545,554.3748866702431,629.1003901662998,656.7925573557214
AGXT,3405.9137719978767,3272.8500266304795,2228.1897548399747,3061.1957832454395
AHSG,91886.753350529,96005.27000077176,117837.95234555338,99961.36644130424
ALDH1A1,16453.849164125077,15124.798747927618,9804.127713140193,14914.499975939849
ALDH1A7,3161.789974738661,2550.045520640177,1691.9960703999109,1784.157687384919
AMOTL2,623.551497464459,664.9115536206092,804.577484339455,1000.0845331220721
ANGPTL2,154.88908367490757,192.88317807036123,207.75059958115978,274.69358421656324
ANKS4B,753.2088572521207,825.6291253023873,1047.7150150665714,963.5011937865909
ANPEP,2023.6026540795242,1996.631979800494,2532.5649432695495,2636.5984636471244
APC2,6.031995693498524,15.384343819140849,17.287473546248833,13.50601934230178
APOA1,46465.549790210614,39397.46426560301,63911.15941710619,51517.86750109037
APOL7A,1156.5071872549668,1377.8150383244817,1796.2926004532487,1615.7407432300897
APON,4070.960941377167,3228.0056172216932,2811.672306367162,2412.4678078024995
