baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1918.66063769086,0.0852640054002231,0.0857246260913444,0.994626740154801,0.319917837144536,0.889583855021053
ENSMUSG00000000028,34.586047473874,-0.119943516208395,0.327512955523446,-0.366225256697697,0.714196997253945,0.977229985701397
ENSMUSG00000000031,1.52724397857329,-0.0384899782481024,1.37971686500403,-0.027897012223584,0.977744291417691,NA
ENSMUSG00000000049,30598.5918943674,0.0536638498793906,0.0935161247113613,0.573845954855643,0.56607204801071,0.963328766672475
ENSMUSG00000000056,1343.86554988658,0.0157998129688795,0.0807616277176561,0.195635147722826,0.844895747919416,0.98842964033195
ENSMUSG00000000058,80.7271540888009,0.140347044195168,0.241772294268475,0.580492668193486,0.561582429606204,0.963328766672475
ENSMUSG00000000078,166.481671719088,0.047986338670125,0.172642585244276,0.277951923635921,0.781049264378496,0.980656914670946
ENSMUSG00000000085,232.564335038133,-0.00352474146271287,0.131644319518783,-0.0267747326705574,0.978639406399212,0.999903799614618
ENSMUSG00000000088,1677.84154037485,0.229410369299393,0.112271418626283,2.04335504179411,0.0410173045525547,0.602847518213299
ENSMUSG00000000093,101.970337111335,-0.236454633949936,0.190362309693659,-1.2421294652836,0.214188798679384,0.853033206361448
ENSMUSG00000000120,75.9504763245258,0.0123229118642384,0.225583499292183,0.0546268317625368,0.956435762014429,0.999240388246849
ENSMUSG00000000126,17.1661585635093,0.18575185989057,0.464207134079443,0.400148654024737,0.689047030357814,0.974543268549564
ENSMUSG00000000127,317.398215109607,0.0483385645323502,0.116162736751415,0.416127976011735,0.677316359542954,0.974395604712723
ENSMUSG00000000131,1274.5490854406,-0.0568284422172185,0.0751559232169517,-0.756140564638831,0.44956492325877,0.939420287353913
ENSMUSG00000000134,491.803064069053,0.0265521872287124,0.101490160103115,0.261623266745615,0.793611904365106,0.981026410168861
ENSMUSG00000000142,203.718144599777,0.196479658036389,0.214141559479508,0.917522308672595,0.358869008331478,0.907732917728374
ENSMUSG00000000148,302.301901439379,0.0186570160934565,0.11286978886349,0.165296810433668,0.868710369193876,0.989688830705691
ENSMUSG00000000149,2841.14531847174,-0.118355280117282,0.133237155293035,-0.888305366899931,0.374376513564319,0.913454795289043
ENSMUSG00000000154,1724.06064415655,0.0927276808402921,0.0896220979333444,1.03465197734221,0.300831470653588,0.883223933562397
ENSMUSG00000000159,283.177574177004,-0.0687331735952766,0.119844111037342,-0.573521493883502,0.566291650137575,0.963328766672475
ENSMUSG00000000167,11.2349625646065,0.256224905179985,0.502198836366782,0.510206090945323,0.609907085414839,NA
ENSMUSG00000000168,1024.22517849625,0.250117567855575,0.101481015056685,2.46467349302591,0.0137138154236402,0.43037302698825
ENSMUSG00000000171,2986.17333205,0.176251160426326,0.075402608565788,2.33746767888737,0.0194148796281569,0.476656174625375
ENSMUSG00000000184,336.933758851274,-0.0494931065506297,0.123496637704573,-0.400764810043059,0.688593289587294,0.974460817333953
ENSMUSG00000000194,646.947594017006,-0.0976123766545091,0.102034257794093,-0.956662779392115,0.338737490516507,0.900598425031018
ENSMUSG00000000197,1.36594962348798,-1.59627297411359,1.56889830524353,-1.01744833860714,0.308940196530435,NA
ENSMUSG00000000204,4.10332238003963,0.453646179117397,0.726740215159208,0.624220553169768,0.532482750725585,NA
ENSMUSG00000000244,8.87803147027403,-0.521485964722544,0.571658379778221,-0.91223357020474,0.36164577554414,NA
ENSMUSG00000000247,46.9035969304443,-0.0602255204931409,0.255114980782719,-0.236072065655896,0.813376749747543,0.982488071326786
ENSMUSG00000000253,22.099472343176,0.0758581315028889,0.338795355515787,0.223905464664358,0.822830863492921,0.984873542559277
ENSMUSG00000000266,221.581593522987,0.0629431402413161,0.131620388810471,0.478217248939692,0.632495586877517,0.972343244465111
ENSMUSG00000000275,1985.45153166638,-0.224788182419855,0.101329961893704,-2.21837823896214,0.0265290535935611,0.520570415541068
ENSMUSG00000000276,90.6943080542385,-0.178247817188424,0.170853569805583,-1.0432782726826,0.296819430958182,0.881912469085229
ENSMUSG00000000278,608.285501769694,0.233349450398779,0.106461280214522,2.19187154173399,0.0283887834778133,0.527985768509266
ENSMUSG00000000282,193.237891503167,0.142204765714165,0.151133441915767,0.940921902601955,0.346744882475219,0.905659057953153
ENSMUSG00000000290,122.879094909041,0.0217637003729454,0.17407315029257,0.125026176273403,0.900502827262647,0.993472257800892
ENSMUSG00000000295,16.2439512221025,0.570094067667989,0.426222762154065,1.33754955926526,0.181043316578018,0.83395066060056
ENSMUSG00000000296,92.6214790235389,0.155543178913464,0.203224137134644,0.76537748471487,0.444046796165689,0.93716236059832
ENSMUSG00000000301,4034.47514548043,0.273158838498348,0.069605044989306,3.92441149259103,8.69420158159633e-05,0.0331471952639861
ENSMUSG00000000303,1366.93951602978,0.187565036763983,0.129023906501645,1.45372312658656,0.146023083748151,0.800997229774825
ENSMUSG00000000305,28.6875880881239,0.111098840073793,0.314219986319826,0.353570253041487,0.723660970736399,0.978390177952315
ENSMUSG00000000308,2.63898915408083,-2.21642151025692,1.55796974924343,-1.42263449680794,0.154842138302569,NA
ENSMUSG00000000317,46.0569067892033,-0.211477703465944,0.289566305246416,-0.730325661633801,0.4651911460219,0.941484360821572
ENSMUSG00000000318,4.36833832831478,-0.301270339544974,0.746477179559595,-0.403589483770578,0.686514620133863,NA
ENSMUSG00000000320,11.1488488777472,-0.597085740665449,0.472883704490545,-1.26264816274164,0.206715650971887,NA
ENSMUSG00000000326,12794.1621781877,0.0494539578691084,0.179868638092446,0.274944861948034,0.783358599971301,0.980656914670946
ENSMUSG00000000339,164.736337521301,0.181283051707111,0.169914997459904,1.06690436051644,0.286015025592524,0.878522728667449
ENSMUSG00000000340,2129.61909520978,0.047274763629418,0.0990828627524902,0.477123513755459,0.633274171748559,0.972343244465111
ENSMUSG00000000346,1483.59204087636,0.139688843056178,0.0706752820646561,1.9764879456496,0.0480995396744217,0.618316689166575
ENSMUSG00000000355,362.713613641426,0.00147860801273179,0.111448923465905,0.0132671358928301,0.989414667638837,0.999941156053606
ENSMUSG00000000359,8.48732923192079,0.747658425158926,0.654813109799904,1.14178902952538,0.253541723488241,NA
ENSMUSG00000000365,2.5626078951423,-2.6802314601789,1.31889983867171,-2.0321721040456,0.0421362359112895,NA
ENSMUSG00000000374,1049.72102713388,0.16141735644169,0.0854326344197408,1.88941096734331,0.0588367824558314,0.645422391983539
ENSMUSG00000000378,317.30167844418,0.273998088441195,0.124370280912461,2.20308329635478,0.0275888782746409,0.522834194486346
ENSMUSG00000000384,615.108966433779,0.186632853774644,0.103392025559018,1.80509911441971,0.0710591736358608,0.686172454832657
