baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1918.66063769086,0.0499161083576547,0.086454381090215,0.577369333146545,0.563689986026181,0.999436888403433
ENSMUSG00000000028,34.586047473874,-0.130061332468194,0.313759566724083,-0.4145254719279,0.678489316498799,0.999436888403433
ENSMUSG00000000031,1.52724397857329,-0.100768689254567,1.29641616038545,-0.0777286586929046,0.938043896725681,NA
ENSMUSG00000000049,30598.5918943674,0.0856552390527986,0.0935384569234438,0.915722173211632,0.359812632213441,0.999436888403433
ENSMUSG00000000056,1343.86554988658,0.057396281294571,0.0764336058808989,0.750929916665289,0.452694834660928,0.999436888403433
ENSMUSG00000000058,80.7271540888009,-0.0308713272171126,0.245920640835796,-0.125533697017834,0.90010104966681,0.999436888403433
ENSMUSG00000000078,166.481671719088,0.133356048893197,0.178675231975791,0.746360015423213,0.455449966282316,0.999436888403433
ENSMUSG00000000085,232.564335038133,0.0294907111084301,0.134673424634369,0.21897943999342,0.826666063605352,0.999436888403433
ENSMUSG00000000088,1677.84154037485,-0.207081010569335,0.112099450825586,-1.84729727973003,0.0647040669958995,0.999436888403433
ENSMUSG00000000093,101.970337111335,-0.00672971210776781,0.18144884708596,-0.0370887565054611,0.970414236870622,0.999436888403433
ENSMUSG00000000120,75.9504763245258,-0.220856936562663,0.281829999845792,-0.783653041491357,0.433243723450624,0.999436888403433
ENSMUSG00000000126,17.1661585635093,0.247630014734151,0.421711613436848,0.587202265349124,0.557067871130595,NA
ENSMUSG00000000127,317.398215109607,0.118669256507669,0.116986731668496,1.01438218518611,0.31040042158225,0.999436888403433
ENSMUSG00000000131,1274.5490854406,0.0058096885648959,0.0755594285033273,0.0768889955889498,0.938711851878942,0.999436888403433
ENSMUSG00000000134,491.803064069053,0.103545293169592,0.103883554051024,0.996743845697991,0.318888861394073,0.999436888403433
ENSMUSG00000000142,203.718144599777,0.0794159156337081,0.220855506265856,0.359583136397382,0.719158896391693,0.999436888403433
