baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,912.960023716184,0.20340573800697,0.128348582314099,1.5847914666419,0.113013721860649,0.383766418571395
ENSMUSG00000000028,23.9405138360757,-0.496947190163689,0.443879491035252,-1.11955429390231,0.26290374192922,0.597573933969885
ENSMUSG00000000031,4.48105900606816,-3.16381989678408,1.14399607347106,-2.76558632512135,0.00568205637625377,NA
ENSMUSG00000000037,0.978215461129984,0.249563222695896,2.09261176159291,0.119259208648396,0.905069999579725,NA
ENSMUSG00000000049,18748.0813948425,0.0371377671850671,0.101235426889746,0.366845563120045,0.713734218949343,0.899500569916247
ENSMUSG00000000056,858.804036216244,-0.965110242917353,0.12491178496143,-7.72633457455883,1.1068747726168e-14,1.35280560444863e-12
ENSMUSG00000000058,35.0535067601746,-0.152538038393634,0.327440448981271,-0.46584971059076,0.641323079880011,0.866917639214672
ENSMUSG00000000078,134.383229372841,0.170855696702018,0.184295420508275,0.927075107079754,0.353887539644431,0.68956864638111
ENSMUSG00000000085,177.581160785659,0.260456145305674,0.15446497926726,1.68618250260484,0.0917606529928581,0.34014967202425
ENSMUSG00000000088,1072.54596278766,0.100817537822774,0.10647128465667,0.946898857733069,0.3436903200652,0.680085988439221
ENSMUSG00000000093,78.1680236839042,-0.466256113842389,0.244230985746466,-1.90907845872761,0.0562519711369025,0.253751569251478
ENSMUSG00000000120,56.0729101290526,1.24416147106619,0.277219994604127,4.4879932735114,7.18971983822295e-06,0.000200704962240143
ENSMUSG00000000126,8.76122145795831,0.124855034133892,0.615488948530045,0.202855038148256,0.83924833791163,NA
ENSMUSG00000000127,202.329272839383,-0.060586107338694,0.153956148193036,-0.393528339399143,0.69392929709753,0.890703641908254
ENSMUSG00000000131,939.902291866175,-0.0384060106293883,0.108025996849295,-0.355525630399577,0.722195847171679,0.903770125732653
ENSMUSG00000000134,373.444087249991,0.252926605682441,0.129686470891422,1.95029291755652,0.0511412163413824,0.23778703659497
ENSMUSG00000000142,211.35399966324,0.32298553465137,0.196429422637795,1.64428286920609,0.100117786205701,0.358383726944552
ENSMUSG00000000148,223.585339245164,0.092435797183306,0.170564825339095,0.54193938873116,0.587860261079402,0.837889048631402
ENSMUSG00000000149,1802.96371694718,-0.344358697385453,0.10889345571607,-3.16234520358447,0.00156503917635825,0.0189052572931515
ENSMUSG00000000154,1195.46550000094,0.0966059710599082,0.141870395388362,0.680945244393342,0.495906137965761,0.786440830597591
ENSMUSG00000000159,159.471966721352,0.133772207544154,0.174602604339452,0.766152418231299,0.443585616407968,0.754594188898575
ENSMUSG00000000167,6.379851751912,0.193986188718744,0.735808955924231,0.263636623551398,0.792059935085072,NA
ENSMUSG00000000168,569.464265480533,0.0475881677092496,0.116955705644646,0.406890518482612,0.684088400094101,0.886041176516333
ENSMUSG00000000171,1694.68425702702,-0.00246586276493824,0.101074721265839,-0.0243964339852366,0.980536392748079,0.992583475703756
ENSMUSG00000000184,195.787032541775,0.17578321378891,0.16681635508619,1.05375287511879,0.291996073957393,0.630273644173959
ENSMUSG00000000194,463.452908435012,0.0953578992795347,0.115040544263206,0.828906885744228,0.407157098721277,0.729006483248915
ENSMUSG00000000197,2.13514688477752,2.72642489102563,1.59399135918018,1.71043894016332,0.0871847354506929,NA
ENSMUSG00000000204,8.33375530864061,-0.733293900974992,0.781869300080317,-0.937872737680921,0.348309814981409,NA
