baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,912.960023716184,-0.0220597913843501,0.128370220739268,-0.171845084142651,0.863559320682683,0.999105705909259
ENSMUSG00000000028,23.9405138360757,-0.0424027981910427,0.426851003286183,-0.0993386400982959,0.92086939976619,NA
ENSMUSG00000000031,4.48105900606816,-2.47641636655345,0.99017688956964,-2.50098380667092,0.0123848841174786,NA
ENSMUSG00000000037,0.978215461129984,0.726847185726937,2.00502421321978,0.362512921756554,0.716968769111902,NA
ENSMUSG00000000049,18748.0813948425,0.0280286223321715,0.101208872919932,0.276938390118675,0.781827413934013,0.998911976691755
ENSMUSG00000000056,858.804036216244,-0.00605729649684681,0.121869261014061,-0.0497032348144619,0.960358878638518,0.999105705909259
ENSMUSG00000000058,35.0535067601746,-0.444004131840258,0.329129255966905,-1.34902663251821,0.177328411884501,0.863574368307447
ENSMUSG00000000078,134.383229372841,-0.0902412236513675,0.184740276848909,-0.488476174175986,0.625212597939958,0.993288959897091
ENSMUSG00000000085,177.581160785659,-0.00123959795563186,0.154849811223478,-0.00800516284674631,0.993612872375266,0.999303639981617
ENSMUSG00000000088,1072.54596278766,0.100984711300781,0.1060131638277,0.952567659096638,0.340809169890249,0.943163526012583
ENSMUSG00000000093,78.1680236839042,0.0111779900438349,0.234808475342934,0.0476047128516534,0.962031275977574,0.999105705909259
ENSMUSG00000000120,56.0729101290526,-0.562406118833094,0.306292543254099,-1.83617306793696,0.0663320644942599,0.674360962402722
ENSMUSG00000000126,8.76122145795831,-0.350954596548458,0.627991430303601,-0.558852525071544,0.57626237203445,NA
ENSMUSG00000000127,202.329272839383,0.0591583787339824,0.151234260387155,0.391170483345103,0.6956712244526,0.997883428459392
ENSMUSG00000000131,939.902291866175,0.0639271393284365,0.107242364450215,0.596099681839014,0.551108636716685,0.986001091909104
ENSMUSG00000000134,373.444087249991,-0.126154298822775,0.130551056634925,-0.966321545566301,0.333883308138554,0.941276011195268
ENSMUSG00000000142,211.35399966324,-0.183826255612067,0.198282782532614,-0.927091365493779,0.3538790988406,0.944959153248377
