,Tx ZT0,Tx ZT12,V ZT0,V ZT12
KLHL22,206.55772573478777,172.40119614474756,244.57806773686946,191.23440664775228
KLHL25,311.9069931689494,460.23087840220745,299.0296623637853,440.1655873694542
KLHL3,259.7205218710432,259.86020872390094,289.13560634295595,322.3306203600632
KLHL8,50.101750582191414,36.88944807237016,66.65360615624492,34.77294485901695
KLK1B4,25.669734737829188,17.776698112546413,24.326579706419185,10.565832437630933
KLKB1,1265.7707230063766,1424.3416430614514,1634.7251182372383,1744.1155253562185
KNG1,27903.326809411737,30576.47881122892,25696.813086616352,24714.69258178015
KNG2,4755.44698635735,4624.171984653635,4007.171104655199,3989.844109323483
KPNA4,635.7635228194338,418.0471880323909,583.0374069953937,454.7609054380191
KPNB1,1856.525616299319,1489.9487249793372,1894.275664306938,1280.6751475721476
KRAS,372.2587215270736,246.473846775893,409.5583031811496,227.86361667970414
KRT18,1927.5863945508374,1391.6736195731519,1759.8128035221328,1286.8938147247882
KRT19,43.261044988519785,27.82075180810837,59.463365669980185,24.044538354597268
KRT7,49.90962758095426,25.22858542718432,51.72151887976248,18.423153001830084
KRT8-PS,82.98443045807419,48.8258254912132,61.63900422706919,44.599851887606484
KRTCAP2,266.12987163750927,349.98178817542885,261.30318022124186,277.70397829529986
KXD1,300.4470127898054,359.0167318683491,278.2678278318421,382.0509401595934
KYAT1,2660.1635398868684,2552.041138065458,2819.3001546525684,2028.8847944502177
KYNU,2967.2849802005694,1419.792037739069,2988.3854545638847,1301.4995331816688
L2HGDH,487.2058556108312,595.7704058169453,538.475103590457,688.1167955824332
LACC1,163.05006084391647,223.41413631786847,169.28904660390307,148.33713175472084
LAD1,134.36177099504525,44.94368628570245,100.63392971846228,30.200619034307152
LAGE3,98.2046773423503,106.21589927931588,84.8305692753404,111.21131363397383
LAMA1,195.68150143573837,215.41164496301008,240.29765519791144,166.66508281975305
LAMA4,176.82383999368676,184.83623095258307,204.45083853887022,143.99541284956442
LAMB1,227.36895286117618,153.67833617056058,246.47176518046027,151.2042376937607
LAMB2,210.83524496080776,159.47666095544471,198.97783908779215,137.9778247124838
LAMP2,6132.398086201849,4590.851693376963,6464.792550114448,4829.597586924186
LAP3,3083.4328977958785,2428.794893297156,3009.3452464867164,2301.7550406095243
LARP1,3989.7091019069994,2744.5340847542316,4349.073382758891,2655.3916306549468
LARP4,1026.2942980214289,1192.3419406749993,1117.5964041362743,1267.4977566357359
LARP4B,1445.565092278736,1693.0688316734258,1663.2104451387763,1865.968849147421
LASP1,1847.0432145206964,1047.1336361462245,1939.1487021138103,814.695354678981
LBP,2735.9830707110177,1695.522030026409,1717.306176128203,1290.6641986752202
LCLAT1,667.5414905202631,643.6749991325504,606.575258412911,707.2137836277544
LCMT2,126.7932121524114,85.80855946606405,129.14024972813866,77.92360241475211
